feature,mean_abs_shap
quantity_ordered,0.4097068166759493
is_high_complexity,0.1819106308454227
is_supplier_c_thin_gauge,0.1280787063253295
is_bending_shift_b,0.12480971497148961
shift_code_Shift A,0.035460927468639936
shift_code_Shift B,0.035365234721120214
complexity_Medium,0.02733016353145995
std_labor_hrs,0.02599344556037892
complexity_High,0.02214396903603259
machine_type_Bending,0.017670208592689026
is_lapsed_cert_op,0.017668659795409606
material_type_16ga Steel,0.017323427473662476
complexity_Low,0.013492548638632057
supplier_Supplier A,0.012781966583821231
machine_type_Laser Cutting,0.009817880026643109
material_type_12ga Steel,0.009622909239082409
machine_id_M06,0.009044415676327666
"material_type_3/8"" Plate",0.008666479522822745
schedule_variance_hrs,0.00843448627770463
material_type_14ga Steel,0.007617187704993956
material_type_Stainless 304,0.007574167051120982
machine_age_years,0.007402640812746363
supplier_Supplier B,0.007362719436937844
machine_id_M05,0.006722902816445692
machine_id_M03,0.006618246872754919
supplier_Supplier C,0.005971175655372209
operator_id_OP001,0.0055289821330699535
machine_id_M07,0.0054248708445841275
machine_type_Punching,0.0054248708445841275
lot_cert_status_Certified,0.0046493097557344714
requires_welding_False,0.004584952011484099
lot_cert_status_Conditional,0.004516942693288459
requires_welding_True,0.004491703638782066
machine_id_M02,0.004261636046682268
operator_id_OP009,0.004247073715145013
operator_id_OP007,0.0034008364220225163
operator_id_OP002,0.003200231206031624
operator_id_OP003,0.0031033432039528487
machine_id_M04,0.003055502181758997
material_type_Aluminum 5052,0.003016933894413742
"material_type_1/4"" Plate",0.0026727715303190816
lot_cert_status_Missing,0.002063461018255324
operator_id_OP012,0.001982512463035836
supplier_Supplier D,0.0018569941637142649
machine_id_M01,0.0015781609570814396
operator_id_OP005,0.0015595931251810588
operator_id_OP014,0.001488206280040246
operator_id_OP006,0.0014106770039143976
machine_type_Welding,0.0013020392461368842
operator_id_OP008,0.0012771486230237893
operator_id_OP020,0.0012327424569443695
operator_id_OP013,0.0009077662934001853
operator_id_OP011,0.0008934455646867884
operator_id_OP019,0.0008026854350890006
operator_id_OP015,0.0007402069588915222
operator_id_OP018,0.0007009402726018908
operator_id_OP010,0.0006330165544390305
operator_id_OP004,0.0004676669983487883
operator_id_OP017,0.0003190588197128569
operator_id_OP016,6.055386484331993e-05
lot_cert_status_None,0.0
supplier_None,0.0
