feature,mean_abs_shap
is_lapsed_cert_op,0.07675336931659005
quantity_ordered,0.07002789233493845
is_high_complexity,0.02078044770413723
complexity,0.020646986140279055
is_supplier_c_thin_gauge,0.01771214205662119
is_bending_shift_b,0.014580240081783593
operator_id,0.010050343694679758
shift_code,0.006570000919389698
material_type,0.005174124168737802
machine_type,0.004874648665374687
std_labor_hrs,0.002917806875378517
machine_age_years,0.0022783347869471766
machine_id,0.0014830464345537019
supplier,0.0013639999190539756
requires_welding,0.0010176175894900813
lot_cert_status,0.0007756466965964505
schedule_variance_hrs,0.0005012546846249243
