feature,mean_abs_shap
quantity_ordered,0.39248480966728394
is_high_complexity,0.17477306561702488
is_supplier_c_thin_gauge,0.12191928376586234
is_bending_shift_b,0.11948477639663237
shift_code_Shift A,0.03239946497873173
shift_code_Shift B,0.03223192717620486
complexity_Medium,0.027231649715955635
std_labor_hrs,0.025820595831454136
complexity_High,0.021269654517922478
machine_type_Bending,0.016770868490024907
material_type_16ga Steel,0.015907237011126684
is_op007_welding,0.01450698819085106
complexity_Low,0.012203408420050016
supplier_Supplier A,0.011112014663858368
machine_type_Laser Cutting,0.00937380275258481
material_type_12ga Steel,0.009303690841345393
"material_type_3/8"" Plate",0.008103269231238738
machine_id_M06,0.007972802728210496
machine_age_years,0.007807904536216585
schedule_variance_hrs,0.007686126069723686
material_type_14ga Steel,0.007301041411511894
material_type_Stainless 304,0.0072474231646663615
machine_id_M05,0.00641096029708324
machine_id_M03,0.006210245403671652
supplier_Supplier B,0.006047399013273916
operator_id_OP001,0.004781867498695025
machine_id_M07,0.004747596662726807
machine_type_Punching,0.004747596662726807
supplier_Supplier C,0.0043958109823208635
machine_id_M02,0.004160975520218216
lot_cert_status_Certified,0.004020752994217472
lot_cert_status_Conditional,0.0038992577824443135
operator_id_OP009,0.003189361056699123
operator_id_OP002,0.0030037393795140574
machine_id_M04,0.002987330356451861
requires_welding_False,0.0026968813056822325
operator_id_OP003,0.002643515777134156
requires_welding_True,0.002533623087515108
operator_id_OP007,0.0023988390535533474
"material_type_1/4"" Plate",0.002306991077534447
material_type_Aluminum 5052,0.002301373801427661
operator_id_OP012,0.0022822164845932953
lot_cert_status_Missing,0.0017911026264581784
supplier_Supplier D,0.0017856379760226265
machine_id_M01,0.001432757176957935
operator_id_OP014,0.0012824588477077872
operator_id_OP006,0.001242342611712971
operator_id_OP020,0.0012114514455692895
operator_id_OP005,0.0011993318448242766
operator_id_OP008,0.0011214861689904983
operator_id_OP011,0.0007886685064860026
operator_id_OP018,0.0007567923857247567
operator_id_OP013,0.0005796252622007688
operator_id_OP010,0.000556854415816639
operator_id_OP019,0.0004811576469505011
operator_id_OP017,0.00047293628266267584
machine_type_Welding,0.00035649347943468725
operator_id_OP004,0.0001811453785807417
operator_id_OP015,7.634655753852597e-05
operator_id_OP016,6.834537119603768e-05
lot_cert_status_None,0.0
supplier_None,0.0
