feature,mean_abs_shap
quantity_ordered,0.09645356185558678
is_high_complexity,0.02953931357327583
is_supplier_c_thin_gauge,0.025934087338572148
complexity,0.02474926485817473
is_bending_shift_b,0.02075403610121545
shift_code,0.017732266164633984
machine_type,0.008130053144023288
std_labor_hrs,0.00803077776186203
operator_id,0.007810890591066663
material_type,0.006600324108424341
machine_age_years,0.004699611984509449
machine_id,0.004103952582799166
supplier,0.0030991322132554212
requires_welding,0.002345625095308098
is_lapsed_cert_op,0.0016002097808421945
schedule_variance_hrs,0.0015997352953413429
lot_cert_status,0.0015536348820432092
