feature,mean_abs_shap
quantity_ordered,0.45245254222241205
is_high_complexity,0.27160836175084313
machine_age_years,0.11895102778583855
is_supplier_c,0.08310403159542845
material_type_16ga Steel,0.06807094026657529
is_bending_shift_b,0.046278359780880955
complexity_Medium,0.04477458625750239
shift_code_Shift A,0.03866750960742948
shift_code_Shift B,0.03794121397909268
std_labor_hrs,0.03433001047563455
material_type_12ga Steel,0.033926940381572
machine_id_M06,0.03388675436178867
complexity_High,0.03302073832876887
machine_type_Welding,0.03236630922993295
machine_id_M04,0.023493658065829624
machine_id_M03,0.020651050096700086
"material_type_3/8"" Plate",0.020576009702356957
material_type_Stainless 304,0.017395607575359455
complexity_Low,0.017246513563290967
material_type_14ga Steel,0.01618195624116469
schedule_variance_hrs,0.015909811658261695
supplier_Supplier C,0.015324640439197398
machine_id_M02,0.015279501523245871
lot_cert_status_Certified,0.01409040161386988
machine_id_M07,0.01337510760869503
machine_type_Punching,0.01337510760869503
operator_id_OP001,0.01011205373199069
requires_welding_False,0.009971023074274582
machine_id_M01,0.009457120733580389
requires_welding_True,0.009263279935969959
material_type_Aluminum 5052,0.008668465755872072
machine_id_M05,0.008353981306150504
operator_id_OP007,0.008335397156995454
operator_id_OP003,0.008056886611127911
supplier_Supplier A,0.006661089505311363
operator_id_OP009,0.006642054073444191
supplier_Supplier B,0.005959100401783574
machine_type_Laser Cutting,0.005539829752608344
operator_id_OP002,0.005441103268771199
lot_cert_status_Conditional,0.005131187954703096
supplier_Supplier D,0.004885696331073123
operator_id_OP012,0.004468792765710451
operator_id_OP005,0.004272581909031254
operator_id_OP019,0.0038033449155568024
lot_cert_status_Missing,0.0034954822709934294
operator_id_OP014,0.003342159323034358
machine_type_Bending,0.002929055948019789
operator_id_OP020,0.002712642033167592
operator_id_OP016,0.001442697377041722
operator_id_OP006,0.0013914090973887931
"material_type_1/4"" Plate",0.0011057008053363027
operator_id_OP017,0.001044454468114968
operator_id_OP013,0.0010155115382868617
operator_id_OP018,0.0008517168021343522
operator_id_OP011,0.0006110965115024101
operator_id_OP015,0.00041417525292360586
operator_id_OP008,0.0003682630597379939
operator_id_OP010,6.670789054445808e-05
operator_id_OP004,2.0375870473729532e-05
lot_cert_status_None,0.0
supplier_None,0.0
