feature,mean_abs_shap
quantity_ordered,0.5165195407667463
is_high_complexity,0.2352101755224306
is_bending_shift_b,0.15473340117955417
material_type_16ga Steel,0.09660168236053007
supplier_Supplier C,0.06104139869017302
shift_code_Shift B,0.04752519362863955
shift_code_Shift A,0.046913311528567266
material_type_12ga Steel,0.034180288973115605
std_labor_hrs,0.03212188388968346
complexity_Medium,0.0313887139914526
material_type_Stainless 304,0.031163698620089306
complexity_High,0.028685238838612872
"material_type_3/8"" Plate",0.026676489394485893
material_type_14ga Steel,0.024327606551512775
machine_type_Bending,0.02380680122466768
material_type_Aluminum 5052,0.022932107446053576
operator_id_OP001,0.02284734228535777
machine_id_M06,0.02042328892492824
complexity_Low,0.020220093976596153
machine_age_years,0.01544504798472157
schedule_variance_hrs,0.013611638574978201
lot_cert_status_Certified,0.013405208675895139
operator_id_OP007,0.013291384605962004
operator_id_OP003,0.013175063953911728
machine_type_Laser Cutting,0.012961113791332706
lot_cert_status_Conditional,0.01243686332509895
supplier_Supplier B,0.01238370912786344
machine_id_M05,0.012355766588581158
operator_id_OP009,0.011805929909186856
machine_id_M03,0.010638894551106426
supplier_Supplier D,0.010400593811609798
machine_id_M07,0.009785791561571177
machine_type_Punching,0.009785791561571177
operator_id_OP002,0.009384684754387248
machine_type_Welding,0.0075533109479903205
operator_id_OP012,0.00677038021317575
machine_id_M02,0.005416725071718508
operator_id_OP005,0.005190119416346974
operator_id_OP013,0.0046896393006952385
operator_id_OP019,0.004333829933854519
operator_id_OP008,0.003861060677294332
supplier_Supplier A,0.003762519841871791
operator_id_OP006,0.0029193288539056924
operator_id_OP020,0.0027167710727734433
requires_welding_True,0.0027016387590224843
"material_type_1/4"" Plate",0.002390713157508156
machine_id_M01,0.002251624387244267
operator_id_OP004,0.0021786281282732307
lot_cert_status_Missing,0.0021342600410245915
requires_welding_False,0.002105386570682944
operator_id_OP014,0.002050081483646725
machine_id_M04,0.0020028013023228194
operator_id_OP011,0.0019978926246661042
operator_id_OP018,0.00190104470160642
operator_id_OP010,0.0016352995331319169
operator_id_OP016,0.00152515618748956
operator_id_OP017,0.0013162939328474135
operator_id_OP015,0.0010862152506587461
lot_cert_status_None,0.0
supplier_None,0.0
