feature,mean_abs_shap
quantity_ordered,0.08892803385634729
complexity,0.024856687083032576
is_high_complexity,0.02478266563975662
machine_age_years,0.016619944680061297
operator_id,0.01594513216161749
material_type,0.01171800584999801
std_labor_hrs,0.009758643815219204
is_bending_shift_b,0.008739882254189242
is_supplier_c,0.008721373426369344
machine_id,0.006130913212295509
requires_welding,0.00427764132793926
supplier,0.004162390321731354
shift_code,0.003983882293084503
machine_type,0.0038429022756067237
schedule_variance_hrs,0.0026884874016909074
lot_cert_status,0.0015472372969080994
