feature,mean_abs_shap
quantity_ordered,0.09602889253440375
is_high_complexity,0.02806411880769596
complexity,0.025699420033773596
is_bending_shift_b,0.020176457480759087
shift_code,0.019426444707334345
material_type,0.014954457498367262
std_labor_hrs,0.010436943689399862
operator_id,0.00925736781981604
supplier,0.007635770569266803
machine_type,0.0072794364903857765
machine_id,0.005392955601156083
machine_age_years,0.005282777181364527
requires_welding,0.0037060299570798026
schedule_variance_hrs,0.0025559754054314777
lot_cert_status,0.001908385276875036
