feature,mean_abs_shap
quantity_ordered,0.40832561207165874
is_lapsed_cert_op,0.34424211749999883
is_high_complexity,0.17369622488119302
is_supplier_c_thin_gauge,0.1241567891180903
is_bending_shift_b,0.11446556166819304
complexity_Medium,0.0340577699344988
shift_code_Shift B,0.024669959819918843
shift_code_Shift A,0.024490449468863872
complexity_High,0.021163590760403198
machine_type_Bending,0.017306391509401876
material_type_16ga Steel,0.015031265063112937
std_labor_hrs,0.013574154221198911
"material_type_3/8"" Plate",0.008914683626187012
supplier_Supplier A,0.008573915128257194
machine_type_Laser Cutting,0.008078678754449675
schedule_variance_hrs,0.007917603152306631
material_type_14ga Steel,0.007099980041123996
lot_cert_status_Certified,0.006806913553299175
operator_id_OP001,0.006609564660760138
complexity_Low,0.006036426222321706
material_type_Aluminum 5052,0.0059055612762762616
material_type_12ga Steel,0.0055303248212218
operator_id_OP015,0.005487517755689253
machine_id_M03,0.005394347933919678
operator_id_OP002,0.005003388903554859
material_type_Stainless 304,0.004922792429858183
supplier_Supplier C,0.004711416435238918
machine_id_M07,0.004608486343891235
machine_type_Punching,0.004608486343891235
machine_age_years,0.004558170149858693
machine_id_M04,0.004327529710008147
requires_welding_True,0.004240928931818627
machine_id_M05,0.004206682136150908
requires_welding_False,0.004066003991811946
operator_id_OP012,0.004052549571159998
operator_id_OP003,0.0038859911058006244
lot_cert_status_Conditional,0.0038062494185311328
machine_id_M06,0.0034804671339022596
operator_id_OP007,0.0034314499921063424
operator_id_OP009,0.0031764957216466726
machine_id_M02,0.003140742019670884
supplier_Supplier B,0.0030180433888647084
"material_type_1/4"" Plate",0.0027402263482477138
operator_id_OP020,0.002702648824581247
lot_cert_status_Missing,0.0021712744615613676
machine_type_Welding,0.0021434140818514208
operator_id_OP017,0.0019759059075940694
operator_id_OP018,0.0019269528884782111
machine_id_M01,0.0015927214252340204
operator_id_OP004,0.001452753381592339
operator_id_OP014,0.0009531850250142954
operator_id_OP019,0.0009318516738385314
operator_id_OP008,0.0008961066921689084
operator_id_OP013,0.0008482765001371519
operator_id_OP006,0.000823976955841451
operator_id_OP011,0.0005843671761984644
operator_id_OP016,0.0003873399397361103
operator_id_OP010,0.0003583679208118775
operator_id_OP005,0.00029700895058943635
supplier_Supplier D,9.026166197145341e-05
lot_cert_status_None,0.0
supplier_None,0.0
