feature,mean_abs_shap
quantity_ordered,0.1158254354651541
is_lapsed_cert_op,0.0934089745739771
is_high_complexity,0.027144705606868692
complexity,0.02671378626600228
is_supplier_c_thin_gauge,0.02367243371696198
is_bending_shift_b,0.021993387430016543
operator_id,0.008093372350785027
shift_code,0.005338906613358405
material_type,0.005200538237202309
machine_type,0.004897851435921579
std_labor_hrs,0.004173003693094885
machine_id,0.0037360172568609512
machine_age_years,0.0025625659987489435
schedule_variance_hrs,0.0017902173413033421
supplier,0.0017226938776237946
requires_welding,0.0011982883556560181
lot_cert_status,0.0007016779957800471
