feature,mean_abs_shap
quantity_ordered,0.10598161115460217
complexity,0.021626040614667934
is_high_complexity,0.018909459591975854
shift_code,0.01590948493982152
material_type,0.014348865839181052
machine_age_years,0.011897643768384626
std_labor_hrs,0.008219356149649045
operator_id,0.007029684166026206
is_supplier_c,0.006060877086949202
supplier,0.004646512291404161
is_bending_shift_b,0.004509549258733154
machine_id,0.004235454700113977
requires_welding,0.0038296967472236897
machine_type,0.003653595644170644
lot_cert_status,0.0018398447457139094
schedule_variance_hrs,0.0015851697502723724
