feature,mean_abs_shap
quantity_ordered,0.0935096692076201
is_high_complexity,0.029471906684718423
complexity,0.023444800158047077
is_supplier_c_thin_gauge,0.02200026074805546
is_bending_shift_b,0.0199849048978168
shift_code,0.014761144855635566
machine_type,0.007822285760567822
material_type,0.006873751296552426
std_labor_hrs,0.006749509361994464
operator_id,0.00478473669816959
machine_age_years,0.003635871752833849
machine_id,0.003629992167440646
supplier,0.0020960603973694484
requires_welding,0.0017747557101803339
schedule_variance_hrs,0.0008510632123528872
lot_cert_status,0.0007239306996178052
is_op007_welding,0.0003809775605219973
