feature,mean_abs_shap
quantity_ordered,0.4552071197627033
is_lapsed_cert_op,0.34036190665996635
is_high_complexity,0.18950160041363584
is_supplier_c_thin_gauge,0.12891721492755548
is_bending_shift_b,0.1275562865402595
complexity_Medium,0.03689030600203272
shift_code_Shift A,0.023950206743014225
shift_code_Shift B,0.023899041249773365
complexity_High,0.02307152099572514
std_labor_hrs,0.021106031632146232
material_type_16ga Steel,0.01891084045623795
machine_type_Bending,0.015648729074219114
schedule_variance_hrs,0.012618702581883643
material_type_Aluminum 5052,0.012359710448603647
machine_age_years,0.010662055980571664
machine_type_Laser Cutting,0.010238533783275279
material_type_12ga Steel,0.00926473499537774
supplier_Supplier B,0.009138239644910597
material_type_14ga Steel,0.008388169293755843
material_type_Stainless 304,0.007068735766228154
machine_id_M06,0.007014981309343166
complexity_Low,0.006985005338374369
operator_id_OP015,0.005900419630245331
operator_id_OP003,0.00568030954564972
operator_id_OP001,0.005368063732950597
machine_id_M01,0.005074131699708621
"material_type_3/8"" Plate",0.004992375065363824
machine_id_M07,0.004668160364573864
machine_type_Punching,0.004668160364573864
machine_id_M04,0.0046633238359613345
operator_id_OP012,0.00442083933847326
"material_type_1/4"" Plate",0.004356478957697816
operator_id_OP002,0.00432583536603573
machine_id_M03,0.004266357553230289
machine_id_M05,0.003973272380007213
lot_cert_status_Conditional,0.003932283479638287
operator_id_OP020,0.003696487485174518
supplier_Supplier A,0.003475067324868725
lot_cert_status_Certified,0.003440056268120933
machine_type_Welding,0.003036377124043122
operator_id_OP017,0.0030183950131280855
operator_id_OP009,0.0029065408746807918
operator_id_OP007,0.00270573757056462
supplier_Supplier C,0.002651192243238633
operator_id_OP014,0.0025494986224264687
operator_id_OP004,0.002262841929229581
operator_id_OP019,0.0015615408869997305
operator_id_OP018,0.0012162301793623897
operator_id_OP011,0.0011384738819899425
operator_id_OP013,0.0011152527052014126
lot_cert_status_Missing,0.0008978577939589918
requires_welding_False,0.0007926526960331856
requires_welding_True,0.0007427941737645912
supplier_Supplier D,0.0006619362865837178
operator_id_OP016,0.0004936755283830487
operator_id_OP005,0.0003754918408194899
operator_id_OP006,0.00020188624830466125
machine_id_M02,0.00017856076042402003
operator_id_OP008,0.00011728028602931718
operator_id_OP010,1.31771547787802e-05
lot_cert_status_None,0.0
supplier_None,0.0
