feature,mean_abs_shap
quantity_ordered,0.11539922932705539
is_lapsed_cert_op,0.09311808820306519
complexity,0.02780023125142123
is_high_complexity,0.026218168418343617
is_supplier_c_thin_gauge,0.024119507806546096
is_bending_shift_b,0.022268807402319866
operator_id,0.00770593826524946
shift_code,0.005458719904589435
machine_type,0.004997193576665944
material_type,0.00480838733347716
std_labor_hrs,0.003957973312530707
machine_id,0.0037114523475276114
machine_age_years,0.0025146796359595187
schedule_variance_hrs,0.001983132132831843
supplier,0.0018316970573626398
requires_welding,0.0011171313319214336
lot_cert_status,0.0007099910952999672
